주문번호,사용자아이디,성별,연령대,지역,product,quantity,price,total_amount,order_date
ORD000734,user0300,남,70대,서울,태블릿,4,448556,1794224,2025-07-06
ORD000735,user0118,남,60대,인천,키보드,1,399831,399831,2025-11-12
ORD000736,user0129,남,50대,대전,충전기,9,27248,245232,2025-03-18
ORD000737,user0440,여,30대,인천,모니터,5,75257,376285,2025-07-29
ORD000738,user0267,남,20대,경기,웹캠,5,88361,441805,2025-01-27
ORD000739,user0401,남,30대,기타,태블릿,10,344210,3442100,2025-03-27
ORD000740,user0414,남,50대,경기,키보드,4,10008,40032,2025-02-21
ORD000741,user0401,남,50대,경기,SSD,5,429495,2147475,2025-08-25
ORD000742,user0189,남,20대,인천,모니터,9,399909,3599181,2025-01-05
ORD000743,user0088,여,50대,서울,USB,6,449479,2696874,2025-09-16
ORD000744,user0070,남,10대,기타,마우스,1,207467,207467,2025-03-09
ORD000745,user0312,여,50대,대전,충전기,4,452772,1811088,2025-05-06
ORD000746,user0364,남,60대,부산,마우스,8,92826,742608,2025-11-24
ORD000747,user0022,남,40대,인천,노트북,10,396582,3965820,2025-05-28
ORD000748,user0410,여,60대,광주,USB,8,278292,2226336,2025-10-05
ORD000749,user0269,여,60대,대구,SSD,7,466983,3268881,2025-11-07
ORD000750,user0429,여,70대,대전,USB,10,377625,3776250,2025-07-28
ORD000751,user0440,여,20대,서울,모니터,3,264796,794388,2025-02-07
ORD000752,user0432,여,10대,광주,태블릿,10,193676,1936760,2025-07-12
ORD000753,user0013,여,40대,부산,SSD,5,196886,984430,2025-01-09
ORD000754,user0397,남,40대,인천,스피커,4,229347,917388,2025-06-04
ORD000755,user0073,남,20대,기타,이어폰,7,129184,904288,2025-09-07
ORD000756,user0365,여,30대,부산,충전기,7,245501,1718507,2025-03-08
ORD000757,user0126,남,60대,경기,이어폰,7,27920,195440,2025-07-11
ORD000758,user0239,여,60대,광주,키보드,1,184791,184791,2025-11-03
ORD000759,user0421,여,10대,기타,키보드,5,187003,935015,2025-06-30
ORD000760,user0159,남,10대,경기,마우스,6,102438,614628,2025-12-31
ORD000761,user0031,남,50대,부산,스피커,9,142352,1281168,2025-09-24
ORD000762,user0230,여,30대,기타,스마트폰,6,13656,81936,2025-11-15
ORD000763,user0189,남,70대,경기,CPU,6,150383,902298,2025-08-13
ORD000764,user0391,남,60대,경기,마우스,8,228230,1825840,2025-07-13
ORD000765,user0366,여,60대,대전,마우스,6,347353,2084118,2025-03-14
ORD000766,user0316,여,30대,광주,모니터,4,49858,199432,2025-01-22
ORD000767,user0007,남,20대,광주,웹캠,1,159812,159812,2025-04-10
ORD000768,user0423,남,40대,대전,CPU,7,420153,2941071,2025-04-18
ORD000769,user0084,남,30대,기타,SSD,1,35722,35722,2025-02-03
ORD000770,user0469,남,60대,기타,키보드,4,246527,986108,2025-02-10
ORD000771,user0461,여,50대,대구,그래픽카드,8,426559,3412472,2025-08-29
ORD000772,user0286,여,60대,대구,USB,5,303536,1517680,2025-03-21
ORD000773,user0350,여,70대,부산,모니터,10,273655,2736550,2025-01-12
ORD000774,user0140,여,50대,대전,충전기,7,254438,1781066,2025-07-27
ORD000775,user0154,여,10대,인천,USB,1,311217,311217,2025-04-25
ORD000776,user0490,남,40대,인천,CPU,4,462764,1851056,2025-02-20
ORD000777,user0186,여,60대,광주,태블릿,9,266207,2395863,2025-10-18
ORD000778,user0042,남,20대,기타,CPU,6,157806,946836,2025-12-06
ORD000779,user0161,남,40대,광주,그래픽카드,2,407305,814610,2025-08-10
ORD000780,user0243,남,30대,대구,키보드,3,218172,654516,2025-06-07
ORD000781,user0451,여,40대,부산,태블릿,4,256076,1024304,2025-08-09
ORD000782,user0125,남,30대,인천,웹캠,4,151191,604764,2025-06-17
ORD000783,user0437,남,10대,경기,키보드,10,198576,1985760,2025-01-05
ORD000784,user0220,여,10대,인천,노트북,3,284309,852927,2025-01-02
ORD000785,user0017,남,30대,대구,스피커,8,94099,752792,2025-12-18
ORD000786,user0293,남,10대,인천,CPU,6,350206,2101236,2025-06-08
ORD000787,user0020,남,10대,서울,그래픽카드,6,53413,320478,2025-04-09
ORD000788,user0201,여,10대,대전,웹캠,3,471315,1413945,2025-05-30
ORD000789,user0270,남,70대,대전,마우스,10,439750,4397500,2025-02-03
ORD000790,user0437,여,20대,경기,충전기,8,318806,2550448,2025-11-07
ORD000791,user0146,남,40대,대구,스피커,4,362251,1449004,2025-03-25
ORD000792,user0232,여,50대,대전,이어폰,8,425815,3406520,2025-12-01
ORD000793,user0414,남,70대,대전,스피커,7,220136,1540952,2025-06-17
ORD000794,user0237,남,60대,인천,노트북,4,127186,508744,2025-02-10
ORD000795,user0449,남,20대,경기,충전기,1,309115,309115,2025-03-06
ORD000796,user0038,여,70대,대구,프린터,3,379939,1139817,2025-06-13
ORD000797,user0368,여,40대,광주,키보드,10,126438,1264380,2025-11-26
ORD000798,user0301,여,60대,부산,CPU,9,383405,3450645,2025-08-31
ORD000799,user0081,여,20대,대구,키보드,1,191950,191950,2025-01-26
ORD000800,user0437,여,40대,인천,그래픽카드,1,441989,441989,2025-09-12
ORD000801,user0495,여,70대,대구,충전기,8,346154,2769232,2025-03-10
ORD000802,user0495,여,60대,대구,CPU,6,391742,2350452,2025-10-18
ORD000803,user0446,남,30대,광주,키보드,3,4900,14700,2025-09-07
ORD000804,user0022,남,20대,기타,이어폰,6,78682,472092,2025-04-14
ORD000805,user0020,남,60대,대구,프린터,3,220084,660252,2025-06-25
ORD000806,user0173,남,10대,기타,SSD,10,196571,1965710,2025-09-14
ORD000807,user0076,여,60대,대전,USB,4,111657,446628,2025-07-20
ORD000808,user0314,남,40대,서울,충전기,9,310585,2795265,2025-10-30
ORD000809,user0276,여,10대,대전,스마트폰,9,153144,1378296,2025-01-10
ORD000810,user0322,남,40대,광주,CPU,7,309973,2169811,2025-08-26
ORD000811,user0119,여,70대,부산,충전기,10,300839,3008390,2025-05-16
ORD000812,user0334,남,70대,부산,스피커,5,468409,2342045,2025-10-24
ORD000813,user0136,남,50대,부산,노트북,5,207995,1039975,2025-04-24
ORD000814,user0204,남,40대,서울,키보드,8,126294,1010352,2025-05-21
ORD000815,user0461,여,10대,대전,SSD,9,427993,3851937,2025-11-04
ORD000816,user0298,남,50대,대전,SSD,1,261380,261380,2025-03-01
ORD000817,user0200,여,20대,부산,노트북,4,486296,1945184,2025-12-17
ORD000818,user0169,남,40대,서울,키보드,7,42773,299411,2025-03-08
ORD000819,user0337,여,60대,대전,태블릿,5,89616,448080,2025-03-24
ORD000820,user0374,남,30대,경기,SSD,7,108003,756021,2025-05-28
ORD000821,user0355,남,10대,인천,그래픽카드,5,285331,1426655,2025-03-04
ORD000822,user0034,여,20대,경기,SSD,1,126593,126593,2025-08-20
ORD000823,user0257,여,50대,경기,충전기,6,64669,388014,2025-12-09
ORD000824,user0403,남,30대,경기,스마트폰,10,146909,1469090,2025-04-01
ORD000825,user0097,여,60대,서울,CPU,7,423891,2967237,2025-11-14
ORD000826,user0084,남,30대,인천,USB,2,34257,68514,2025-12-20
ORD000827,user0246,여,10대,대구,그래픽카드,9,102801,925209,2025-07-19
ORD000828,user0414,여,20대,인천,모니터,7,55300,387100,2025-11-14
ORD000829,user0301,남,60대,부산,그래픽카드,8,406517,3252136,2025-12-03
ORD000830,user0395,여,40대,대구,스피커,8,293268,2346144,2025-07-08
ORD000831,user0022,남,40대,부산,노트북,4,472843,1891372,2025-10-20
ORD000832,user0341,여,60대,대구,태블릿,6,9976,59856,2025-01-04
ORD000833,user0238,남,20대,경기,웹캠,6,452939,2717634,2025-09-24
ORD000834,user0060,남,40대,기타,USB,9,402670,3624030,2025-10-10
ORD000835,user0320,남,70대,대구,모니터,6,63785,382710,2025-06-09
ORD000836,user0218,여,10대,경기,노트북,9,432051,3888459,2025-06-03
ORD000837,user0133,여,20대,대전,스마트폰,3,365855,1097565,2025-07-30
ORD000838,user0187,남,40대,대전,프린터,2,279377,558754,2025-06-03
ORD000839,user0014,여,30대,인천,프린터,7,12918,90426,2025-02-17
ORD000840,user0269,남,30대,경기,키보드,3,489327,1467981,2025-05-16
ORD000841,user0455,남,20대,부산,웹캠,6,167887,1007322,2025-02-10
ORD000842,user0142,여,70대,경기,SSD,4,26731,106924,2025-12-31
ORD000843,user0296,여,50대,대전,키보드,9,491319,4421871,2025-07-26
ORD000844,user0471,여,10대,대구,이어폰,1,164521,164521,2025-01-27
ORD000845,user0049,남,10대,기타,노트북,3,37043,111129,2025-08-29
ORD000846,user0278,남,30대,인천,웹캠,6,213854,1283124,2025-10-15
ORD000847,user0172,남,20대,경기,스피커,4,43996,175984,2025-01-09
ORD000848,user0374,남,20대,부산,태블릿,8,115513,924104,2025-01-03
ORD000849,user0140,남,40대,부산,노트북,9,459790,4138110,2025-08-09
ORD000850,user0342,여,20대,대전,스마트폰,4,322523,1290092,2025-03-11
ORD000851,user0211,여,30대,부산,웹캠,7,310733,2175131,2025-03-05
ORD000852,user0332,여,10대,경기,태블릿,7,134693,942851,2025-10-30
ORD000853,user0130,남,50대,인천,그래픽카드,4,392530,1570120,2025-11-25
ORD000854,user0496,남,20대,서울,모니터,10,63902,639020,2025-05-08
ORD000855,user0037,여,20대,부산,이어폰,1,384386,384386,2025-02-27
ORD000856,user0334,남,60대,경기,그래픽카드,10,2477,24770,2025-12-23
ORD000857,user0055,여,20대,기타,마우스,1,217717,217717,2025-03-17
ORD000858,user0189,여,40대,광주,스피커,2,456502,913004,2025-09-23
ORD000859,user0340,남,70대,인천,모니터,5,233475,1167375,2025-07-19
ORD000860,user0446,남,40대,기타,이어폰,6,99566,597396,2025-08-12
ORD000861,user0002,여,40대,인천,노트북,1,133178,133178,2025-01-31
ORD000862,user0149,남,40대,경기,CPU,8,275874,2206992,2025-05-28
ORD000863,user0144,남,40대,서울,충전기,3,149607,448821,2025-09-29
ORD000864,user0233,여,30대,부산,충전기,2,308486,616972,2025-04-13
ORD000865,user0245,여,30대,인천,충전기,5,441122,2205610,2025-04-23
ORD000866,user0069,남,70대,부산,스피커,8,475379,3803032,2025-09-06
ORD000867,user0486,남,10대,대전,프린터,7,115752,810264,2025-07-09
ORD000868,user0354,남,30대,대전,프린터,9,134594,1211346,2025-07-26
ORD000869,user0291,남,20대,대전,이어폰,1,34013,34013,2025-05-06
ORD000870,user0315,남,60대,기타,USB,9,449711,4047399,2025-01-02
ORD000871,user0168,여,50대,대구,노트북,3,11260,33780,2025-09-04
ORD000872,user0056,여,60대,광주,이어폰,4,99236,396944,2025-12-23
ORD000873,user0103,여,60대,대구,키보드,5,308333,1541665,2025-07-14
ORD000874,user0101,남,30대,서울,그래픽카드,8,328480,2627840,2025-06-22
ORD000875,user0389,남,50대,대구,충전기,6,248140,1488840,2025-04-27
ORD000876,user0009,남,10대,인천,모니터,7,295878,2071146,2025-07-30
ORD000877,user0240,여,50대,경기,키보드,1,108457,108457,2025-12-15
ORD000878,user0368,남,20대,부산,모니터,9,232358,2091222,2025-07-09
ORD000879,user0132,남,50대,광주,키보드,2,20197,40394,2025-05-24
ORD000880,user0231,남,10대,대구,CPU,10,467512,4675120,2025-05-02
ORD000881,user0048,여,70대,부산,노트북,10,63274,632740,2025-09-01
ORD000882,user0086,남,70대,기타,그래픽카드,5,284679,1423395,2025-04-21
ORD000883,user0170,남,10대,부산,CPU,7,466288,3264016,2025-10-22
ORD000884,user0219,여,30대,기타,USB,5,1048,5240,2025-12-23
ORD000885,user0379,남,60대,서울,스피커,3,15103,45309,2025-05-21
ORD000886,user0422,남,20대,서울,프린터,4,91213,364852,2025-04-02
ORD000887,user0108,남,20대,대전,충전기,4,434731,1738924,2025-02-01
ORD000888,user0317,남,10대,경기,프린터,8,119292,954336,2025-04-15
ORD000889,user0388,여,70대,광주,마우스,6,329797,1978782,2025-12-19
ORD000890,user0462,남,40대,광주,노트북,2,438056,876112,2025-03-29
ORD000891,user0273,남,60대,광주,키보드,6,19417,116502,2025-02-13
ORD000892,user0038,남,40대,경기,태블릿,3,112036,336108,2025-04-28
ORD000893,user0366,여,40대,인천,그래픽카드,3,140534,421602,2025-11-01
ORD000894,user0291,남,40대,광주,마우스,9,347300,3125700,2025-11-09
ORD000895,user0162,여,50대,부산,CPU,8,147368,1178944,2025-01-11
ORD000896,user0152,여,70대,기타,CPU,4,213764,855056,2025-02-16
ORD000897,user0408,남,10대,부산,프린터,10,61475,614750,2025-12-25
ORD000898,user0439,남,50대,기타,태블릿,9,498844,4489596,2025-11-29
ORD000899,user0378,남,10대,인천,USB,10,374528,3745280,2025-04-29
ORD000900,user0465,남,50대,경기,모니터,3,127082,381246,2025-10-03
ORD000901,user0174,남,30대,대전,스마트폰,9,44813,403317,2025-10-09
ORD000902,user0092,남,40대,기타,그래픽카드,3,435168,1305504,2025-04-16
ORD000903,user0405,남,60대,경기,USB,3,421935,1265805,2025-03-17
ORD000904,user0037,여,60대,경기,프린터,10,232917,2329170,2025-06-14
ORD000905,user0349,여,70대,대구,노트북,8,87315,698520,2025-01-17
ORD000906,user0014,남,70대,서울,키보드,1,409969,409969,2025-06-15
ORD000907,user0381,남,10대,부산,충전기,3,398178,1194534,2025-02-20
ORD000908,user0458,여,10대,서울,프린터,8,411858,3294864,2025-03-18
ORD000909,user0195,남,70대,대전,SSD,6,165020,990120,2025-05-30
ORD000910,user0044,남,50대,기타,이어폰,5,84505,422525,2025-09-09
ORD000911,user0394,남,20대,인천,그래픽카드,9,478235,4304115,2025-05-28
ORD000912,user0404,남,30대,광주,충전기,9,326926,2942334,2025-01-21
ORD000913,user0240,남,10대,서울,노트북,9,228902,2060118,2025-12-05
ORD000914,user0126,여,30대,대구,키보드,5,465410,2327050,2025-07-05
ORD000915,user0272,남,40대,광주,웹캠,9,145220,1306980,2025-03-04
ORD000916,user0077,여,50대,부산,스마트폰,4,217516,870064,2025-07-09
ORD000917,user0159,남,70대,광주,프린터,1,192999,192999,2025-01-22
ORD000918,user0021,여,10대,광주,모니터,9,375492,3379428,2025-05-04
ORD000919,user0439,여,50대,대구,SSD,7,316675,2216725,2025-01-09
ORD000920,user0326,남,20대,경기,노트북,10,409217,4092170,2025-05-18
ORD000921,user0063,여,30대,경기,CPU,1,487611,487611,2025-10-12
ORD000922,user0003,여,60대,대전,그래픽카드,9,388189,3493701,2025-11-26
ORD000923,user0486,여,40대,부산,USB,3,288035,864105,2025-04-10
ORD000924,user0392,남,50대,경기,태블릿,7,377533,2642731,2025-05-18
ORD000925,user0345,남,20대,광주,웹캠,4,82191,328764,2025-12-14
ORD000926,user0088,여,40대,대전,마우스,5,381627,1908135,2025-01-11
ORD000927,user0215,남,30대,광주,모니터,4,462083,1848332,2025-02-23
ORD000928,user0129,남,40대,서울,그래픽카드,5,409050,2045250,2025-07-19
ORD000929,user0324,여,20대,대구,SSD,5,496689,2483445,2025-07-11
ORD000930,user0448,남,20대,광주,SSD,5,455176,2275880,2025-04-28
ORD000931,user0279,남,30대,부산,그래픽카드,6,179221,1075326,2025-01-12
ORD000932,user0194,여,40대,대전,그래픽카드,2,247327,494654,2025-05-29
ORD000933,user0492,남,70대,부산,프린터,9,302837,2725533,2025-02-25
ORD000934,user0285,남,70대,대전,스마트폰,6,127585,765510,2025-03-10
ORD000935,user0426,남,60대,대구,노트북,8,320865,2566920,2025-05-29
ORD000936,user0150,남,20대,부산,모니터,1,448199,448199,2025-07-01
ORD000937,user0270,여,50대,대구,CPU,4,435386,1741544,2025-12-29
ORD000938,user0373,남,70대,인천,SSD,2,207946,415892,2025-02-22
ORD000939,user0365,여,50대,기타,프린터,2,50584,101168,2025-03-05
ORD000940,user0311,남,20대,경기,스피커,9,26339,237051,2025-12-14
ORD000941,user0111,남,40대,대구,모니터,4,259254,1037016,2025-01-21
ORD000942,user0018,남,10대,기타,SSD,7,449168,3144176,2025-06-17
ORD000943,user0237,여,70대,서울,노트북,7,50968,356776,2025-04-05
ORD000944,user0014,남,50대,경기,스마트폰,4,431099,1724396,2025-08-01
ORD000945,user0066,남,20대,광주,스마트폰,2,289222,578444,2025-08-30
ORD000946,user0374,여,70대,경기,프린터,8,139352,1114816,2025-08-01
ORD000947,user0318,남,40대,대구,웹캠,1,463569,463569,2025-06-27
ORD000948,user0030,남,30대,경기,SSD,3,465458,1396374,2025-03-05
ORD000949,user0396,여,10대,대전,모니터,9,336171,3025539,2025-04-29
ORD000950,user0245,여,70대,서울,웹캠,7,278814,1951698,2025-03-13
ORD000951,user0088,남,20대,인천,키보드,7,103081,721567,2025-05-03
ORD000952,user0172,여,40대,경기,키보드,8,145189,1161512,2025-05-11
ORD000953,user0382,여,20대,광주,프린터,1,365598,365598,2025-01-22
ORD000954,user0011,여,20대,기타,CPU,6,331552,1989312,2025-07-22
ORD000955,user0495,남,50대,경기,키보드,7,229259,1604813,2025-03-07
ORD000956,user0434,남,10대,부산,그래픽카드,7,410105,2870735,2025-01-29
ORD000957,user0105,여,40대,광주,CPU,9,464962,4184658,2025-11-08
ORD000958,user0447,남,40대,인천,스피커,2,429957,859914,2025-08-22
ORD000959,user0482,남,10대,인천,SSD,2,168970,337940,2025-04-22
ORD000960,user0175,여,10대,광주,USB,5,471545,2357725,2025-10-09
ORD000961,user0293,남,40대,기타,태블릿,3,229715,689145,2025-10-15
ORD000962,user0108,여,30대,서울,키보드,3,326676,980028,2025-05-04
ORD000963,user0284,남,70대,기타,SSD,5,470951,2354755,2025-04-10
ORD000964,user0122,여,70대,인천,태블릿,6,157468,944808,2025-01-24
ORD000965,user0331,여,50대,경기,노트북,4,123550,494200,2025-02-22
ORD000966,user0354,남,50대,서울,USB,6,237733,1426398,2025-07-08
ORD000967,user0363,남,70대,대전,이어폰,10,305529,3055290,2025-10-21
ORD000968,user0009,여,30대,인천,태블릿,3,491189,1473567,2025-11-03
ORD000969,user0483,여,70대,광주,그래픽카드,10,328038,3280380,2025-12-03
ORD000970,user0283,여,10대,대전,마우스,5,436306,2181530,2025-10-02
ORD000971,user0197,남,20대,대구,웹캠,6,304709,1828254,2025-02-22
ORD000972,user0396,여,50대,부산,마우스,5,12153,60765,2025-04-08
ORD000973,user0430,남,30대,인천,SSD,2,97969,195938,2025-08-09
ORD000974,user0287,남,40대,서울,USB,7,296653,2076571,2025-08-31
ORD000975,user0328,남,40대,광주,CPU,3,209663,628989,2025-01-16
ORD000976,user0384,남,30대,부산,USB,8,92181,737448,2025-11-07
ORD000977,user0344,여,60대,부산,CPU,4,171801,687204,2025-09-24
ORD000978,user0460,남,70대,대전,그래픽카드,3,345593,1036779,2025-01-02
ORD000979,user0455,남,20대,광주,스마트폰,6,214632,1287792,2025-01-16
ORD000980,user0435,남,40대,대구,USB,9,422834,3805506,2025-12-13
ORD000981,user0339,여,10대,광주,웹캠,3,228617,685851,2025-07-13
ORD000982,user0323,남,70대,부산,노트북,6,214345,1286070,2025-10-15
ORD000983,user0219,남,60대,인천,SSD,8,425013,3400104,2025-04-08
ORD000984,user0293,여,70대,경기,이어폰,9,165466,1489194,2025-04-09
ORD000985,user0278,남,20대,대전,그래픽카드,5,210018,1050090,2025-09-18
ORD000986,user0461,남,70대,서울,그래픽카드,5,329225,1646125,2025-03-26
ORD000987,user0115,남,10대,광주,웹캠,8,395439,3163512,2025-07-20
ORD000988,user0029,남,70대,광주,USB,7,33823,236761,2025-04-14
ORD000989,user0343,남,70대,대구,그래픽카드,2,43579,87158,2025-01-14
ORD000990,user0034,여,50대,서울,웹캠,1,496632,496632,2025-11-28
ORD000991,user0151,남,70대,대구,노트북,5,42997,214985,2025-08-21
ORD000992,user0091,남,70대,기타,스피커,7,406617,2846319,2025-07-30
ORD000993,user0374,여,20대,대전,이어폰,3,27371,82113,2025-01-09
ORD000994,user0227,여,40대,인천,노트북,8,232027,1856216,2026-01-01
ORD000995,user0072,여,70대,광주,스피커,8,465223,3721784,2025-03-08
ORD000996,user0177,남,50대,경기,프린터,10,72928,729280,2025-09-09
ORD000997,user0197,남,20대,경기,SSD,8,484828,3878624,2025-05-15
ORD000998,user0480,여,10대,부산,모니터,1,209288,209288,2025-04-14
ORD000999,user0046,남,30대,대구,프린터,8,122694,981552,2025-03-29
ORD001000,user0469,여,10대,기타,USB,4,181743,726972,2025-02-10
ORD001001,user0105,남,60대,경기,키보드,8,6579,52632,2025-11-05
ORD001002,user0195,남,20대,광주,모니터,3,1243,3729,2025-09-20
ORD001003,user0240,여,50대,대구,태블릿,6,70392,422352,2025-03-04
ORD001004,user0230,남,60대,대전,이어폰,4,115427,461708,2025-05-16
ORD001005,user0372,남,70대,대구,노트북,10,26786,267860,2025-03-14
ORD001006,user0262,남,70대,경기,태블릿,7,155149,1086043,2025-05-22
ORD001007,user0122,여,20대,대전,그래픽카드,5,28734,143670,2025-02-22
ORD001008,user0274,남,20대,기타,프린터,7,247624,1733368,2025-09-13
ORD001009,user0469,남,10대,서울,그래픽카드,9,90295,812655,2025-03-24
ORD001010,user0252,남,10대,부산,이어폰,2,461420,922840,2025-09-23
ORD001011,user0294,여,60대,기타,SSD,7,90978,636846,2025-12-18
ORD001012,user0120,여,70대,부산,그래픽카드,10,230601,2306010,2025-10-04
ORD001013,user0059,남,50대,대구,태블릿,4,460613,1842452,2025-01-15
ORD001014,user0294,여,60대,서울,충전기,6,121013,726078,2025-12-26
ORD001015,user0369,여,40대,경기,충전기,10,286526,2865260,2025-09-02
ORD001016,user0441,여,20대,광주,USB,1,212109,212109,2025-03-17
ORD001017,user0392,남,40대,인천,키보드,1,192410,192410,2025-12-04
ORD001018,user0115,여,30대,인천,키보드,3,95607,286821,2025-07-21
ORD001019,user0398,여,50대,기타,CPU,6,8776,52656,2025-02-23
ORD001020,user0292,남,60대,경기,USB,5,213302,1066510,2025-11-30
ORD001021,user0293,남,30대,광주,충전기,3,39143,117429,2025-11-01
ORD001022,user0303,여,20대,광주,웹캠,1,293304,293304,2025-11-08
ORD001023,user0402,남,20대,인천,CPU,9,152416,1371744,2025-01-20
ORD001024,user0018,남,60대,광주,프린터,6,419583,2517498,2025-11-03
ORD001025,user0497,여,60대,인천,이어폰,5,267003,1335015,2025-11-07
ORD001026,user0377,남,60대,경기,이어폰,6,444618,2667708,2025-06-27
ORD001027,user0280,여,70대,서울,프린터,8,329238,2633904,2025-12-02
ORD001028,user0183,남,20대,광주,충전기,8,49059,392472,2025-07-19
ORD001029,user0277,남,10대,기타,이어폰,8,103754,830032,2025-07-14
ORD001030,user0033,여,40대,기타,태블릿,2,322925,645850,2025-10-05
ORD001031,user0320,여,50대,기타,프린터,3,450327,1350981,2025-03-20
ORD001032,user0265,남,40대,서울,SSD,3,168833,506499,2025-11-26
ORD001033,user0349,남,40대,인천,스피커,9,167856,1510704,2025-11-17
ORD001034,user0027,여,10대,대구,SSD,4,194294,777176,2025-07-19
ORD001035,user0318,여,60대,기타,웹캠,7,382518,2677626,2025-01-20
ORD001036,user0064,남,30대,인천,SSD,1,353851,353851,2025-06-25
ORD001037,user0129,남,50대,광주,충전기,6,141678,850068,2025-10-31
ORD001038,user0072,여,70대,대전,마우스,7,103816,726712,2025-11-23
ORD001039,user0488,남,60대,대전,SSD,4,333371,1333484,2025-07-20
ORD001040,user0482,남,50대,경기,스마트폰,4,455186,1820744,2025-07-27
ORD001041,user0041,여,20대,대구,프린터,3,137696,413088,2025-09-05
ORD001042,user0484,여,40대,인천,웹캠,3,480175,1440525,2025-03-29
ORD001043,user0302,남,70대,부산,스마트폰,7,497010,3479070,2025-09-29
ORD001044,user0352,여,10대,부산,그래픽카드,10,410826,4108260,2025-09-16
ORD001045,user0364,여,30대,대구,노트북,2,294566,589132,2025-11-27
ORD001046,user0135,여,70대,대구,노트북,8,273071,2184568,2025-11-09
ORD001047,user0250,여,70대,대전,모니터,6,397355,2384130,2025-01-04
ORD001048,user0322,남,60대,경기,CPU,4,161756,647024,2025-02-27
ORD001049,user0248,남,10대,부산,USB,8,315049,2520392,2025-12-27
ORD001050,user0121,여,70대,서울,키보드,6,306123,1836738,2025-07-06
ORD001051,user0158,남,30대,대전,충전기,4,207847,831388,2025-02-25
ORD001052,user0168,남,10대,부산,프린터,6,434900,2609400,2025-03-30
ORD001053,user0454,남,70대,광주,충전기,6,325733,1954398,2025-09-26
ORD001054,user0409,여,40대,대구,노트북,2,125858,251716,2025-01-09
ORD001055,user0488,남,60대,경기,이어폰,10,140331,1403310,2025-02-14
ORD001056,user0182,남,40대,광주,웹캠,1,408022,408022,2025-09-28
ORD001057,user0303,여,50대,서울,웹캠,2,365945,731890,2025-03-09
ORD001058,user0140,여,20대,부산,그래픽카드,8,4526,36208,2025-09-21
ORD001059,user0439,여,40대,인천,CPU,9,293450,2641050,2025-03-12
ORD001060,user0415,여,40대,서울,스마트폰,6,293241,1759446,2025-10-26
ORD001061,user0406,여,50대,기타,이어폰,9,218848,1969632,2025-06-02
ORD001062,user0253,여,50대,대구,프린터,3,73466,220398,2025-12-09
ORD001063,user0324,여,60대,광주,스마트폰,5,284823,1424115,2025-06-12
ORD001064,user0092,남,30대,경기,키보드,10,152012,1520120,2025-12-21
ORD001065,user0014,남,70대,서울,CPU,7,175218,1226526,2025-01-21
ORD001066,user0411,여,30대,부산,웹캠,1,82759,82759,2025-11-28
ORD001067,user0491,남,20대,경기,SSD,4,39140,156560,2025-06-16
ORD001068,user0107,남,30대,대구,충전기,6,37303,223818,2025-01-18
ORD001069,user0325,여,50대,인천,스피커,9,108002,972018,2025-02-21
ORD001070,user0146,여,40대,기타,마우스,5,159996,799980,2025-09-13
ORD001071,user0230,여,60대,대전,스피커,4,222811,891244,2025-07-31
ORD001072,user0004,남,30대,인천,CPU,3,392590,1177770,2025-07-08
ORD001073,user0487,남,50대,부산,SSD,5,110655,553275,2025-03-30
ORD001074,user0418,남,60대,인천,모니터,9,424482,3820338,2025-02-02
ORD001075,user0311,남,70대,서울,스피커,3,105952,317856,2025-06-06
ORD001076,user0031,여,60대,서울,CPU,10,49551,495510,2025-02-16
ORD001077,user0213,여,40대,인천,모니터,9,129318,1163862,2025-10-11
ORD001078,user0013,남,70대,기타,태블릿,8,181883,1455064,2025-09-23
ORD001079,user0234,남,70대,인천,CPU,2,349733,699466,2025-06-29
ORD001080,user0165,여,60대,대구,USB,8,244406,1955248,2025-11-18
ORD001081,user0070,여,20대,서울,스마트폰,5,254668,1273340,2025-03-14
ORD001082,user0262,여,40대,부산,프린터,10,48308,483080,2025-02-22
ORD001083,user0282,남,60대,기타,키보드,7,28837,201859,2025-11-27
ORD001084,user0033,여,60대,부산,모니터,8,93038,744304,2025-08-15
ORD001085,user0290,남,70대,서울,스마트폰,4,486383,1945532,2025-04-04
ORD001086,user0296,남,60대,광주,CPU,3,82365,247095,2025-03-29
ORD001087,user0219,여,60대,경기,스피커,2,385200,770400,2025-06-05
ORD001088,user0282,남,20대,인천,스마트폰,4,291002,1164008,2025-12-01
ORD001089,user0494,남,70대,부산,스마트폰,6,369296,2215776,2025-10-12
ORD001090,user0214,남,40대,기타,프린터,5,140868,704340,2025-09-10
ORD001091,user0414,여,30대,부산,노트북,4,85704,342816,2025-10-20
ORD001092,user0444,여,50대,기타,웹캠,6,137859,827154,2025-03-01
ORD001093,user0229,여,10대,인천,웹캠,3,469331,1407993,2025-03-31
ORD001094,user0083,남,30대,부산,스피커,8,37638,301104,2025-11-02
ORD001095,user0270,여,60대,경기,모니터,8,399325,3194600,2025-09-09
ORD001096,user0297,남,20대,인천,노트북,6,73496,440976,2025-12-12
ORD001097,user0407,여,40대,서울,USB,2,71630,143260,2025-04-07
ORD001098,user0453,남,30대,기타,웹캠,3,20743,62229,2025-12-18
ORD001099,user0258,여,30대,부산,프린터,8,272908,2183264,2025-12-27
ORD001100,user0264,여,20대,부산,스피커,6,350882,2105292,2025-10-01
